"통계분류","항목","단위","2016 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"울산","도서관","",".9","1.3","2.8","1.2","","1.1",
"울산","학교시설","",".8",".4","1.5","","","2",
"울산","PC방","","1.5","3.5","2.2","4.1","3.4","1.3",
"울산","미용관리실","",".9","0",".5","1.2",".4","1.1",
"울산","캠핑장","",".2",".2",".7",".5","2.1","",
"울산","기타실내체육시설","","","0",".7",".8","","1.4",
"울산","골프장","",".3",".2","1.5",".8",".7",".9",
"울산","주민자치센터","",".8",".2","1.6","",".3",".2",
"울산","주제공원","",".6","1.8","1.7","","3.9","5.1",
"울산","노인복지회관","",".2",".5","1.6","","","",
"울산","수영장","","1.8","1.9","1","1.5",".5","1.1",
"울산","대형서점","",".3","0",".6","","","",
"울산","학교운동장","","3.1","1.3","2.1",".7","4.6","1.3",
"울산","국민체육센터","","1.1","1.2","1.5","","1.2","1.7",
"울산","찜질방","",".4",".2",".6","","",".3",
"울산","생활문화센터","",".5","0","1.1","","","1",
"울산","공연장","","4.7",".2","1.1","",".2",".4",
"울산","골프연습장","","1.5","2.9",".2",".3",".5","1.3",
"울산","운동경기장","","6.5","4.1","3.6","1.8",".9",".9",
"울산","당구장","","1.8",".9",".5","","","",
"울산","노래방","",".3","0",".8","2.3","","",
"울산","학원","",".4","1.8",".6","",".9",".3",
"울산","사설문화센터","","1.5",".3",".4",".3","","",
"울산","기타실외체육시설","","","0",".1",".9","","",
"울산","낚시터","",".9","2.1","1.2",".6",".3","1",
"울산","역사/문화유적지","","1.9",".4","1.2",".3",".2","2.1",
"울산","삼림욕장","",".2","0",".8","","",".3",
"울산","유원지","",".3",".2",".1","",".4","",
"울산","기타 실외공간","","1.9",".2",".6","","2",".2",
"울산","박물관","",".7",".3","",".6","","",
"울산","전시관","",".5",".2","","","","",
"울산","테마파크","",".3",".2",".1","",".1","",
"울산","사회복지관","",".2",".4","1","","",".2",
"울산","해수욕장","","0","0",".5","",".3","",
"울산","미술관","",".7","0","",".5","",".3",
"울산","문예회관","","0","0","",".2","","",
"울산","리조트","",".3","0","","","","",
"울산","복합 체육관","","1.6","3.7",".5","",".2","",
"울산","오락장","","0","0",".5","",".2",".1",
"울산","복합문화거리","",".8","0",".2","","1.5","",
"울산","문화의 집","","0","0","","","","",
"울산","평생 학습관","","0","0","","","",".4",
"울산","클럽","","0","0",".5","","","",
"울산","식물원","","0","0","","","","",
"울산","기념관","","0","0","","","",".3",
"울산","여성회관","","0","0","","","","",
"울산","만화방","","0","0","","","","",
"울산","농어촌 복합 체육시설","",".3","0","","","","",
"울산","동물원","",".2","0","","","","",
"울산","청소년수련관","",".3","0","","","","",
"울산","지방문화원","","0","0","","","","",
"울산","수족관","","0","0","","","","",
"울산","경마/경정/경륜장","","0","0","","",".2","",
"울산","농산어촌체험장","","0","0","","","","",
"울산","스키장","","0","0","","","","",
"울산","빙상경기장","","0","0","","","","",
"울산","커피숍","","2.4","6.6","","","","",
"세종","표본수","","175","189","201","61","201","221",
"세종","아파트 내 (집주변) 공터","","2.4","5.3","4.3","20.3","44","30",
"세종","카페","","","0","3.6","13.7","3.3","7.4",
"세종","식당","","4.2","16.3","12.4","8.6","4.9","8.6",
"세종","생활권 공원","","21.3","6","1.2","","1.9","1",
"세종","대형마트","","0","8.1","8.6","17.5","4.9","2",
"세종","영화관","","2.7","9.1","19.6","7.9","","5.4",
"세종","헬스클럽","","4.7","4.4","3.4","1.1","2.4","3.8",
"세종","재래시장","","1.7","1.4",".7","6","1.8",".3",
"세종","쇼핑몰","","1.7","1.8",".6","","","3.7",
"세종","산","","2.3","1.5","5.2",".4","4.2","3.6",
"세종","기타 실내공간","","0","0","2","","7.4","3.4",
"세종","마을회관","","1.4",".3","1.8","",".3","1",
"세종","목욕탕","",".5","0","2.2","","","2.5",
"세종","종교시설","","3","3.2",".4","3.9","","2",
"세종","도서관","","0","1.5","1.6","3.4","",".4",
"세종","학교시설","","2.5","4.4","","","","2.3",
"세종","PC방","","1.9",".7",".7","6.1","",".6",
"세종","미용관리실","","0","0","1.4","","5.2","1.6",
"세종","캠핑장","","","0",".2","","2.9","1.3",
"세종","기타실내체육시설","","","0",".4",".8","1",".1",
"세종","골프장","","0","1.8",".3","","1.4","",
"세종","주민자치센터","","9.4","5.4","3.3","","",".2",
"세종","주제공원","","3.7","0","",".8","","1.2",
"세종","노인복지회관","","2.3",".2","1.5","","",".8",
"세종","수영장","","3.9",".4","1.2","","1.1",".7",
"세종","대형서점","","0","0","","","","",
"세종","학교운동장","","5.6",".4","2.2","1.5","2",".4",
"세종","국민체육센터","","2.4",".3","","","",".7",
"세종","찜질방","",".2","1.1",".3","","","",
"세종","생활문화센터","","0","4",".7","","",".9",
"세종","공연장","","",".9",".5","",".4","",
"세종","골프연습장","",".6",".6","","","","2.4",
"세종","운동경기장","","3.8",".8",".6","7.1",".9",".9",
"세종","당구장","","3.1",".7","1.4","","",".7",
"세종","노래방","",".4",".7","","",".4","1.5",
"세종","학원","",".5","1","","","","",
"세종","사설문화센터","",".1",".4","","",".3",".7",
"세종","기타실외체육시설","","","0","",".3","1",".2",
"세종","낚시터","","1.1","0","1.3","",".8","1.5",
"세종","역사/문화유적지","","0","1.1","3.5","",".6",".4",
"세종","삼림욕장","","0","0",".4","",".3","1.9",
"세종","유원지","","2.9","0","","","1.9",".3",
"세종","기타 실외공간","","1.2",".3","","","3.7","",
"세종","박물관","",".6","0","","","","",
"세종","전시관","","0","0",".4","",".3","1.2",
"세종","테마파크","","0",".6",".9","","",".5",
"세종","사회복지관","","0","0","","","","",
"세종","해수욕장","","0","0","7",".8","","",
"세종","미술관","","0","1.3","","","",".3",
"세종","문예회관","","1","0","","","","",
"세종","리조트","","0","0","","","","",
"세종","복합 체육관","","2.4","1.5","1.5","","",".4",
"세종","오락장","","0","0","","","",".8",
"세종","복합문화거리","","0",".3","","","","",
"세종","문화의 집","","0",".8",".3","","","",
"세종","평생 학습관","",".7","1.2","1.4","","","",
"세종","클럽","","0","0","","","",".2",
"세종","식물원","","0","0","","","","",
"세종","기념관","","0","0","1.1","","","",
"세종","여성회관","",".9",".7","","","","",
"세종","만화방","","0","0",".2","","","",
"세종","농어촌 복합 체육시설","","0","0","","","","",
"세종","동물원","","0","0","","","","",
"세종","청소년수련관","","0",".5","","","","",
"세종","지방문화원","","0","0","","","","",
"세종","수족관","",".4","0","","","","",
"세종","경마/경정/경륜장","","0","0","","","","",
"세종","농산어촌체험장","","0","0","","",".6","",
"세종","스키장","","0","0","","","","",
"세종","빙상경기장","","0","0","","","","",
"세종","커피숍","","2.5","9.1","","","","",
"경기","표본수","","1357","1325","1344","2408","1316","1326",
"경기","아파트 내 (집주변) 공터","","10.3","3.1","11.6","14.1","19.4","13.9",
"경기","카페","","","0","5.2","9.2","11.4","14.1",
"경기","식당","","9.6","8.7","5.5","7.5","8.9","8.6",
"경기","생활권 공원","","7","9.2","6.3","13.5","11.9","7.1",
"경기","대형마트","","4.7","2.8","7.6","4.6","6","6.6",
"경기","영화관","","2.9","4.9","9.5","3.4","3.7","4.4",
"경기","헬스클럽","","3.9","6.8","3","4","1.3","2.8",
"경기","재래시장","","1.8","2.6","1.7","1.8","3.1","2.7",
"경기","쇼핑몰","","3.1","1.7","3.1","2.9","3.8","2.8",
"경기","산","","3.3","2.1","2.6","2.5","3.3","1.8",
"경기","기타 실내공간","",".9","1.2",".1",".8",".4","2.9",
"경기","마을회관","",".7","1.4","1",".7",".2",".6",
"경기","목욕탕","","2.4","1.3","2.3","1.8","1.2","1.7",
"경기","종교시설","","2.7","5.3","2.9","3","1.1","1.2",
"경기","도서관","",".5",".9","1.3",".6",".9","1.6",
"경기","학교시설","","1.8","2.3","1.3","1.1","1.3","1.3",
"경기","PC방","","2.3","3.9","2.6","1.7","1.5","1.6",
"경기","미용관리실","",".7",".7","1",".5",".8","1.1",
"경기","캠핑장","","1.5",".7",".3",".7",".8","1.3",
"경기","기타실내체육시설","","","0","1.9","1",".3",".7",
"경기","골프장","",".6",".4",".7",".3","1.1","1.3",
"경기","주민자치센터","","1.6","1.1","1.2",".7",".1",".5",
"경기","주제공원","",".8",".4",".6","1",".5",".6",
"경기","노인복지회관","","1.2","1.4","1.3",".7",".6",".8",
"경기","수영장","","1.3","1.7","1.3","1.1",".7","1.1",
"경기","대형서점","",".4",".1",".6",".2",".7","1.2",
"경기","학교운동장","","1.5","1.2",".4",".7",".3",".6",
"경기","국민체육센터","","1.6","4.2",".8","1.8",".2",".6",
"경기","찜질방","","1.3",".7","2.2",".6","1.1","1.2",
"경기","생활문화센터","",".5",".7",".7",".3",".1","1.6",
"경기","공연장","","1.4","4.1",".4",".2",".3",".9",
"경기","골프연습장","","1.7","2",".8",".8",".9",".9",
"경기","운동경기장","","2.7","1.9","1.4","1.4",".9",".6",
"경기","당구장","",".8",".8","1.5",".8",".3",".8",
"경기","노래방","",".5","1.5",".9","1.1",".4",".3",
"경기","학원","","1.5","3",".5",".7",".6",".5",
"경기","사설문화센터","",".5","1.4",".3",".6",".1",".5",
"경기","기타실외체육시설","","","0",".3",".8",".8",".4",
"경기","낚시터","",".7","1",".9",".6",".8",".3",
"경기","역사/문화유적지","","1.5",".5",".7","1.1",".5",".5",
"경기","삼림욕장","",".3",".2",".4",".5",".3",".2",
"경기","유원지","","1.6",".6","1.2","1.9",".5",".7",
"경기","기타 실외공간","",".8",".2","2.3","1.8","1.4",".3",
"경기","박물관","",".3",".1",".7",".5","1",".4",
"경기","전시관","",".5","0",".3",".2",".5",".1",
"경기","테마파크","","1.3",".2",".4",".4",".4",".4",
"경기","사회복지관","",".1",".3",".6",".4","",".2",
"경기","해수욕장","",".3",".1",".3",".3",".5",".6",
"경기","미술관","","0","0",".2",".1",".7",".3",
"경기","문예회관","",".4",".5",".3",".2",".2",".4",
"경기","리조트","",".2",".1",".1",".1",".4",".2",
"경기","복합 체육관","","1.1","2.4",".2",".6",".3","",
"경기","오락장","",".2","0",".7",".2",".3",".5",
"경기","복합문화거리","",".5",".8","1.1",".3",".3",".2",
"경기","문화의 집","",".3","0","","","",".3",
"경기","평생 학습관","",".3",".3",".8",".3",".2",".2",
"경기","클럽","",".3",".1",".1","0","",".1",
"경기","식물원","","0","0",".2","",".3",".2",
"경기","기념관","",".3","0",".4","0",".1",".1",
"경기","여성회관","",".6",".3",".9",".1",".1",".1",
"경기","만화방","",".1","0",".1",".1",".2","",
"경기","농어촌 복합 체육시설","",".2",".3","0","","",".1",
"경기","동물원","","0","0","",".2","0",".1",
"경기","청소년수련관","",".8",".7",".1","0","",".2",
"경기","지방문화원","","0","0","","","",".1",
"경기","수족관","","0",".1","",".1","","",
"경기","경마/경정/경륜장","",".1","0","","0","","",
"경기","농산어촌체험장","",".2","0","","0","","",
"경기","스키장","",".1","0","0","0",".1",".1",
"경기","빙상경기장","","0",".2","","0","","",
"경기","커피숍","","6.6","4.6","","","","",
"강원","표본수","","462","478","463","320","475","472",
"강원","아파트 내 (집주변) 공터","","4.1","5.9","7.8","12.2","14.9","15.7",
"강원","카페","","","0","4.9","4.8","10.1","9.1",
"강원","식당","","12.1","3.7","5.5","4.8","17.9","8.3",
"강원","생활권 공원","","1.4","3.9","10.3","3.8","3.1","4",
"강원","대형마트","","3.7","2.5","4.2","10.6","7.2","5.4",
"강원","영화관","","8.3","8.1","7.3","3.3","3.1","3.2",
"강원","헬스클럽","","1.5",".4","4.3","2.7","2.5","5.1",
"강원","재래시장","","1.1","1.7","3.9","5.6","2.5","4.7",
"강원","쇼핑몰","","2.6",".9","1.6","2.9","1.4","3.8",
"강원","산","","1.7","1.6","1.5","2","2.1","3.2",
"강원","기타 실내공간","","1.7","5.8","1","1.6","3.1",".5",
"강원","마을회관","","2.5","5.1","3","2.6",".9","3.1",
"강원","목욕탕","","7.7","5.2","2","7.3","1.5","2.4",
"강원","종교시설","","3.9","4","5.3","3.3","2.8","2.3",
"강원","도서관","","1.1","2.2",".8","1.4",".8",".7",
"강원","학교시설","","1.4","1.6","1.7","4.1",".2","1.3",
"강원","PC방","","2.1","3.3","3.4","1.4","1.8",".8",
"강원","미용관리실","","1",".6",".9",".9","2.9","3.1",
"강원","캠핑장","","","2.5",".5",".4",".2",".4",
"강원","기타실내체육시설","","","0","2.3","1.9","3.7","1.7",
"강원","골프장","",".4",".9",".4","",".2",".3",
"강원","주민자치센터","",".9","1.4","2.8",".4",".2",".4",
"강원","주제공원","","0",".4",".1",".9",".3",".3",
"강원","노인복지회관","","2.3","3.4","1.8","2.1",".2","2.1",
"강원","수영장","","1.1",".5",".4",".3",".2",".2",
"강원","대형서점","",".2",".7",".1","","",".1",
"강원","학교운동장","","1.4","1.3",".8",".8",".7",".3",
"강원","국민체육센터","",".7","1.3","1.9","1.1","1.1","2.5",
"강원","찜질방","","2.8","1.4","2.1","1.6",".5",".5",
"강원","생활문화센터","","1.5","2","1.2",".3",".2","",
"강원","공연장","","1","1.2",".2","","",".5",
"강원","골프연습장","",".9",".1",".4","","1.1","1.2",
"강원","운동경기장","","3.2","2.4","1.3",".9","1.8","2.6",
"강원","당구장","",".4","1.2",".2","2.6",".2",".4",
"강원","노래방","","4.3","1.6","1.2",".3",".6","2",
"강원","학원","",".7","2.1","","","1",".3",
"강원","사설문화센터","","0",".6",".7",".6",".2","",
"강원","기타실외체육시설","","","0",".5","1.9","1.6",".7",
"강원","낚시터","","1.4",".8",".7",".7","1.3",".2",
"강원","역사/문화유적지","",".2","1",".3","","","",
"강원","삼림욕장","","1",".4","","",".2",".6",
"강원","유원지","",".8",".3",".2","1.5",".2",".5",
"강원","기타 실외공간","","3.5",".7","5.6","3.9","5",".9",
"강원","박물관","",".4",".7","",".3","",".2",
"강원","전시관","",".3",".2",".1",".4","","",
"강원","테마파크","","1.2",".7",".3","","",".5",
"강원","사회복지관","","1.2",".7","2",".7",".2",".6",
"강원","해수욕장","",".4",".5",".3","1","","",
"강원","미술관","",".3","1.1","","","","",
"강원","문예회관","",".2",".6",".4","","",".1",
"강원","리조트","",".6","0",".4","",".2","",
"강원","복합 체육관","",".3","1.8","","",".3",".6",
"강원","오락장","",".6",".1","","","",".1",
"강원","복합문화거리","",".4",".2","","","",".4",
"강원","문화의 집","",".6","1.1","","","",".2",
"강원","평생 학습관","",".4","0","","","",".2",
"강원","클럽","","0",".3","","","",".1",
"강원","식물원","","0","0",".3","","","",
"강원","기념관","",".2",".2","","","",".2",
"강원","여성회관","",".4","1.5",".4","","","",
"강원","만화방","","0","0",".1","","","",
"강원","농어촌 복합 체육시설","",".3",".8",".8","",".4",".7",
"강원","동물원","","0","0",".1","","","",
"강원","청소년수련관","","0","0",".1","","","",
"강원","지방문화원","","1","0","","","","",
"강원","수족관","",".2","0","","","",".3",
"강원","경마/경정/경륜장","","0","0","","","","",
"강원","농산어촌체험장","","0",".2","","","","",
"강원","스키장","","0",".3","","","","",
"강원","빙상경기장","","0","0",".1","","","",
"강원","커피숍","","4.4","4.3","","","","",
"충북","표본수","","512","501","475","321","480","482",
"충북","아파트 내 (집주변) 공터","","11.4","3.3","4.9","16","19.4","9.6",
"충북","카페","","","0","5.6","10.5","11.9","11.9",
"충북","식당","","8.7","9.9","9","7.8","8.8","10",
"충북","생활권 공원","","2.5","4.4","4.2","5.7","5.3","1.2",
"충북","대형마트","","1.1","3.2","8","3.4","6.8","6.8",
"충북","영화관","","3.4","5","13","3.4",".9","9.6",
"충북","헬스클럽","","2","2.7","3.5","1.7","3.5","2.5",
"충북","재래시장","","1.4","2.9","3.2","4.5","9.2",".5",
"충북","쇼핑몰","",".6",".2","1.1","1.2","1.2","3.6",
"충북","산","","4","3","2.5","3.6","5.5","1",
"충북","기타 실내공간","","5.7","7",".2","1.3","7.5",".7",
"충북","마을회관","","6.4","6.7","4.6","5.7",".6","6.2",
"충북","목욕탕","","3.3","1","4.5",".2",".2","1.4",
"충북","종교시설","","2.9","2.8","2.4","2.2",".6","1.6",
"충북","도서관","",".9","3.4",".8","",".2","1.9",
"충북","학교시설","","7.5","4.6","1.9","","1","1.4",
"충북","PC방","","0","2","1.8","1",".4","1.5",
"충북","미용관리실","","1.1",".2","5.6","6.4",".5","1.9",
"충북","캠핑장","",".2",".6","1.2",".8",".4","1.4",
"충북","기타실내체육시설","","","0",".5","2.8",".8","1.8",
"충북","골프장","","0",".5",".1",".5","1.3",".7",
"충북","주민자치센터","","3.8","7.1","2","",".4","3.6",
"충북","주제공원","",".3","1","","1.1",".3",".2",
"충북","노인복지회관","","3","2.3","1.5",".5",".2","1.5",
"충북","수영장","",".8","1.6",".6","1","","1.3",
"충북","대형서점","","0","0",".2","","",".4",
"충북","학교운동장","","1.2","1.7",".5",".7","1.7",".6",
"충북","국민체육센터","",".8","2.8",".5",".2",".2",".7",
"충북","찜질방","","1.3","1.5","1.5","","",".8",
"충북","생활문화센터","",".3",".8","","","",".4",
"충북","공연장","",".3","0",".5","","","",
"충북","골프연습장","","0",".4",".2","",".5",".6",
"충북","운동경기장","",".2","4.1",".1","1.7","2.2",".8",
"충북","당구장","","1.3","1.5",".9",".9","","1.2",
"충북","노래방","","2.1","1.6","1.2","",".8","1.5",
"충북","학원","","2.2",".3",".1",".1",".2","1.2",
"충북","사설문화센터","",".6","0",".2","","",".2",
"충북","기타실외체육시설","","","0","",".4",".9","1.6",
"충북","낚시터","","1.6","1.1","1.1",".9","",".6",
"충북","역사/문화유적지","",".9","0","1.6","1.7",".5",".9",
"충북","삼림욕장","",".3",".2",".4",".3","",".9",
"충북","유원지","",".6","0",".1",".7",".6",".6",
"충북","기타 실외공간","","4.9","2.8","4.7","4.1","4.7","",
"충북","박물관","","0",".1",".6",".9","",".1",
"충북","전시관","","0","0","",".4","",".2",
"충북","테마파크","","1.8",".2",".5","1.1",".2",".7",
"충북","사회복지관","","1","0",".6",".7","",".5",
"충북","해수욕장","","0","0",".1","1","","",
"충북","미술관","","0","0",".3",".5",".1",".2",
"충북","문예회관","","0","0",".1",".6",".2","",
"충북","리조트","","0","0",".1","","","",
"충북","복합 체육관","",".3",".5",".3",".4","",".1",
"충북","오락장","","0","0","","","","",
"충북","복합문화거리","",".4",".3","","1","","",
"충북","문화의 집","","0","0",".4","","",".4",
"충북","평생 학습관","","2",".3","","","",".1",
"충북","클럽","",".4","0",".2","","",".1",
"충북","식물원","","0","0","","","","",
"충북","기념관","","0","0","","","","",
"충북","여성회관","",".4",".6",".4",".5","",".2",
"충북","만화방","",".3","0","","","",".4",
"충북","농어촌 복합 체육시설","","0",".3",".1","","","",
"충북","동물원","","0","0","","",".4","",
"충북","청소년수련관","","0",".2","","","","",
"충북","지방문화원","","0",".2","",".1","","",
"충북","수족관","","0","0","","","","",
"충북","경마/경정/경륜장","","0","0","","","","",
"충북","농산어촌체험장","","0","0","","","",".2",
"충북","스키장","","0","0","","","","",
"충북","빙상경기장","","0","0","","","","",
"충북","커피숍","","3.9","3","","","","",
"충남","표본수","","590","589","554","430","562","558",
"충남","아파트 내 (집주변) 공터","","7","5.1","8","13.2","46.4","15.1",
"충남","카페","","","0","4","8.2","5.6","10.1",
"충남","식당","","8","17.4","8.1","18.2","1.9","6.1",
"충남","생활권 공원","","3.4",".6","2.7","3.3","4.5","2.2",
"충남","대형마트","","3.7","2.3","5","2.4","5.1","3.3",
"충남","영화관","","2.5","5.6","8.4","1.2","","6.6",
"충남","헬스클럽","","4.5","2.9","4","1.7","1","1",
"충남","재래시장","","3.7","5.1","2","1.5","2.7","1.7",
"충남","쇼핑몰","","2.7","1.3","4.5",".8","1.7","3.4",
"충남","산","","6","4.3","5.7","4.2","4.5","3.2",
"충남","기타 실내공간","","1.9","1.4",".7","17.2","6","1.4",
"충남","마을회관","","5.7","6.5","9.6","2.6",".9","7.9",
"충남","목욕탕","","3.1","1.4",".3",".3","","3.4",
"충남","종교시설","","3.6","3","2.5","2.3",".8",".8",
"충남","도서관","","0","3.3",".6","","","2.2",
"충남","학교시설","","2.8","1.1","2.1",".6","1.2","1.3",
"충남","PC방","","2","2","2.1",".5","2.2","2",
"충남","미용관리실","",".7",".3",".2","","","2.2",
"충남","캠핑장","",".8",".1",".8",".9",".6","1.3",
"충남","기타실내체육시설","","","0","2","1.3",".7",".6",
"충남","골프장","",".6",".4",".2","",".6",".5",
"충남","주민자치센터","","2.5","3.8","1",".9","","1.9",
"충남","주제공원","",".7",".1",".6",".9",".4","1.8",
"충남","노인복지회관","",".6","3.9",".9",".1",".6",".7",
"충남","수영장","","2.5",".3",".4",".3",".1","",
"충남","대형서점","",".1",".2",".2","",".1","2.5",
"충남","학교운동장","","3","2.4","2.1",".7","1.9","1.2",
"충남","국민체육센터","","1.1","1",".6",".2",".3",".3",
"충남","찜질방","","1.2",".4",".7","","",".8",
"충남","생활문화센터","",".3","1.4",".9","","",".3",
"충남","공연장","","",".3","",".2",".3",".5",
"충남","골프연습장","","1.6","1.2",".4","1","",".2",
"충남","운동경기장","","1.6","1.3",".4",".3","2.8",".2",
"충남","당구장","",".6",".6","1",".2",".2",".5",
"충남","노래방","",".2",".6",".4",".4","",".7",
"충남","학원","",".8",".1","1.8","",".9","1.7",
"충남","사설문화센터","",".6",".5","1.1","","","1.3",
"충남","기타실외체육시설","","","0","","1","1.4",".3",
"충남","낚시터","","1.9","1.5","2.4","",".2","1",
"충남","역사/문화유적지","",".4","0","1.3","2.7",".6",".3",
"충남","삼림욕장","",".6",".3","1.1",".5",".5",".8",
"충남","유원지","","1.3",".9",".2",".8",".3",".5",
"충남","기타 실외공간","","1.4","1.9",".5","4.1","2.6",".3",
"충남","박물관","","0",".3",".7",".6","","",
"충남","전시관","","0","0","","","",".3",
"충남","테마파크","","0","0","","","",".2",
"충남","사회복지관","",".4",".2",".9",".4","",".3",
"충남","해수욕장","","0",".7","3","3.5",".1","1.8",
"충남","미술관","","0","0","0","","",".2",
"충남","문예회관","","0",".1",".1","","",".2",
"충남","리조트","","0","0",".2","",".3","",
"충남","복합 체육관","","1.2",".5","1",".3","",".1",
"충남","오락장","",".2","0","","","",".5",
"충남","복합문화거리","",".2","1.6",".1","","",".2",
"충남","문화의 집","","0",".2","",".3","","",
"충남","평생 학습관","",".7","1.4","1","","",".9",
"충남","클럽","",".2",".2","","","",".3",
"충남","식물원","","0",".1","","","",".3",
"충남","기념관","","0","0",".8","",".1","",
"충남","여성회관","",".5",".2","","","",".7",
"충남","만화방","","0","0","","","",".1",
"충남","농어촌 복합 체육시설","","0","0",".2",".3","","",
"충남","동물원","","0","0","","","","",
"충남","청소년수련관","","0","0","","","","",
"충남","지방문화원","","0","0","","","","",
"충남","수족관","","0","0",".1","","","",
"충남","경마/경정/경륜장","","0","0","","","","",
"충남","농산어촌체험장","","0","0","","","","",
"충남","스키장","","0",".4","","","","",
"충남","빙상경기장","","0","0","","","","",
"충남","커피숍","","10.9","7","","","","",
"전북","표본수","","551","560","496","375","511","523",
"전북","아파트 내 (집주변) 공터","","15.4","26.5","8.4","11","32.8","15",
"전북","카페","","","0","5","8","2.8","9.2",
"전북","식당","","8.6","12.1","17.5","9.6","11.6","7.5",
"전북","생활권 공원","","7.7","2","4.8","2.8","5.2","2.5",
"전북","대형마트","","3","2.6",".6","1.5",".5","6.7",
"전북","영화관","","1.5",".6","7.4","4.6",".2","4.2",
"전북","헬스클럽","","2.2","4.1","4.7","5.1","2.8","2",
"전북","재래시장","","1.9","1.9",".4",".2","1",".6",
"전북","쇼핑몰","",".9",".1","1","",".3",".5",
"전북","산","","1.3","3.1","3","4.3","3","2",
"전북","기타 실내공간","","5","1.5","","4.1","13.2","10.1",
"전북","마을회관","","9.7","3.8","10.5","9.4","2.5","6.3",
"전북","목욕탕","",".7","4.2","1.2","4.7","1.1","1.4",
"전북","종교시설","","6.3","3","5.3",".9","2.5","3.7",
"전북","도서관","","1","0",".2",".9",".4","1.5",
"전북","학교시설","","3.6",".2",".7",".8",".5","2.1",
"전북","PC방","",".6",".6","2.3","2.6","1.4",".7",
"전북","미용관리실","",".4",".9",".2",".8","","2.2",
"전북","캠핑장","","","0","","1.1",".9","2.3",
"전북","기타실내체육시설","","","0","2.2","2.3","1",".7",
"전북","골프장","",".7","0",".4","1.4",".5","1.5",
"전북","주민자치센터","","1.2",".1","3.8",".5",".9",".9",
"전북","주제공원","",".8","0",".5",".5","1.3","",
"전북","노인복지회관","","1.5","2.2","1.2","1.7",".2","1",
"전북","수영장","",".8","2.7","1.5",".4",".7",".7",
"전북","대형서점","","0","0","",".2",".1","1.2",
"전북","학교운동장","","3.5","11.2","1.2",".6",".1","1.3",
"전북","국민체육센터","","1.8","1.1","3.3","1",".8",".3",
"전북","찜질방","","0",".2",".2","","",".2",
"전북","생활문화센터","",".3",".2",".5","","",".8",
"전북","공연장","","",".2","",".2","",".3",
"전북","골프연습장","",".3",".4",".6","1.5",".9",".3",
"전북","운동경기장","",".9","3.4",".6",".8",".9",".7",
"전북","당구장","",".6","0","1.3","1.9",".4",".3",
"전북","노래방","",".1",".6","1.2",".3",".1",".6",
"전북","학원","",".5","1.2",".1","1.2",".3",".4",
"전북","사설문화센터","",".2","0","","","1.9","1.2",
"전북","기타실외체육시설","","","0",".7",".1",".5",".7",
"전북","낚시터","","1",".4",".7","1",".6",".8",
"전북","역사/문화유적지","","1.2","0",".6","3","1.1",".3",
"전북","삼림욕장","","0","0","","1.4",".1",".6",
"전북","유원지","","2.4","0",".2",".3","1.8","1.1",
"전북","기타 실외공간","","2.7",".4","1.3","3.2","1.1","",
"전북","박물관","",".3","0",".2",".2","",".2",
"전북","전시관","","0","0","","","","",
"전북","테마파크","",".3",".3",".8",".1",".7","",
"전북","사회복지관","","0","0",".7",".5",".2",".2",
"전북","해수욕장","",".5","0","","","","",
"전북","미술관","","0","0","","","",".1",
"전북","문예회관","",".3","0",".4","",".3",".4",
"전북","리조트","","0","0","","","",".7",
"전북","복합 체육관","","1.4","2","1.5","1.7","","",
"전북","오락장","","0","0","","","","",
"전북","복합문화거리","","0",".1","","","","",
"전북","문화의 집","","0","0","","","",".1",
"전북","평생 학습관","",".1","0",".2","","",".3",
"전북","클럽","",".1","0","","","","",
"전북","식물원","",".2","0","","",".5",".2",
"전북","기념관","","0",".3","","","",".6",
"전북","여성회관","",".3","0",".7",".3","",".2",
"전북","만화방","","0","0","","","",".6",
"전북","농어촌 복합 체육시설","","0",".3",".1","",".2","",
"전북","동물원","","0","0","",".5","","",
"전북","청소년수련관","","0","0","","","","",
"전북","지방문화원","",".2","0","","",".2","",
"전북","수족관","","0","0","",".4","","",
"전북","경마/경정/경륜장","","0","0","","","","",
"전북","농산어촌체험장","","0",".1","","","","",
"전북","스키장","","0","0","","","","",
"전북","빙상경기장","","0","0","",".1","","",
"전북","커피숍","","6.2","5.6","","","","",
"전남","표본수","","532","547","500","360","506","515",
"전남","아파트 내 (집주변) 공터","","19.4","31.4","2.9","8.9","7.6","18.1",
"전남","카페","","","0","3.1","4.5","5.2","3.3",
"전남","식당","","6.1","14.8","10.1","31.7","13.5","10.1",
"전남","생활권 공원","","14.9","9.8","5.5","3.9","7","2.2",
"전남","대형마트","","4.9","2.3","5.5","1","5.9","4",
"전남","영화관","",".7",".4","6","1.8","1.7","3.2",
"전남","헬스클럽","","2","2","1.8","2.2","1.2","2",
"전남","재래시장","","3.7","1.4","1.7","5.4","2.9","6.2",
"전남","쇼핑몰","",".7","0","3.1",".4","1.8",".1",
"전남","산","","2.5","4","2.2","2.2","4.1","2.6",
"전남","기타 실내공간","","1.5","1","1.2",".2","6.1",".8",
"전남","마을회관","","17.5","7.4","17","3.6","4.3","8.4",
"전남","목욕탕","","2.5","1.3","2.2","2.8","2.8","4.5",
"전남","종교시설","","3.2","2.4","4.4","6","4.7","3.4",
"전남","도서관","",".4","1.1","1.7","","1.3","1.7",
