"통계분류","항목","단위","2016 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"대졸이상","카페","","","0","7.7","12","13.1","15.8",
"대졸이상","식당","","10.5","10.5","7.8","11.4","9.8","10.6",
"대졸이상","생활권 공원","","5.8","6.1","4.4","8.7","10.8","4.3",
"대졸이상","대형마트","","5","4.2","6.7","5.9","5.2","6",
"대졸이상","영화관","","4.8","9.2","12.3","4.1","2.8","6.3",
"대졸이상","헬스클럽","","5.3","8.4","6","6.1","4.1","4.9",
"대졸이상","재래시장","","1.1",".9",".7","1.3","1.3",".9",
"대졸이상","쇼핑몰","","3.6","3.1","4.4","3.2","3.1","4",
"대졸이상","산","","3.5","3.4","2.9","2.9","3.3","2.7",
"대졸이상","기타 실내공간","","3.8","1.5",".4","1.4","2.4","2.1",
"대졸이상","마을회관","",".1",".2",".2",".1",".1",".1",
"대졸이상","목욕탕","","2.7","1.3","1.9","1.5",".5","1.3",
"대졸이상","종교시설","","2","2.1","2.7","1.8","1.1","1",
"대졸이상","도서관","",".7",".5","1.3",".9",".8","1.6",
"대졸이상","학교시설","",".4",".6",".1",".1",".1",".3",
"대졸이상","PC방","",".9","1.9","1.6","1.4","1.2","1.2",
"대졸이상","미용관리실","",".7",".8","1.2","1.1",".7","1.3",
"대졸이상","캠핑장","","1.4",".9",".6","1.2","1.6","1.9",
"대졸이상","기타실내체육시설","","","0","2","1.6","1.6","1.6",
"대졸이상","골프장","","1",".9",".9","1.2","1.5","1.9",
"대졸이상","주민자치센터","","1",".7",".8",".3",".3",".5",
"대졸이상","주제공원","","1.1","1.1",".5","1.1","1.5","1",
"대졸이상","노인복지회관","",".2","0",".4",".2",".1",".2",
"대졸이상","수영장","","2.5","1.8","1.3","1.2","1.3","1.2",
"대졸이상","대형서점","",".3",".2",".8",".2",".5","1.3",
"대졸이상","학교운동장","",".9","1.5",".9",".8",".7",".4",
"대졸이상","국민체육센터","","2","2.6","1.3","1.2",".4","1.1",
"대졸이상","찜질방","","1",".4","1",".5",".3",".5",
"대졸이상","생활문화센터","",".5",".4",".7",".4",".1","1",
"대졸이상","공연장","","1.1","2.5",".4",".3",".4","1",
"대졸이상","골프연습장","","2.1","1.8",".8","1.5","1.4","1.1",
"대졸이상","운동경기장","","2","3","1.6","1.4","1.5",".8",
"대졸이상","당구장","","1.4","1.2","1",".7",".3",".6",
"대졸이상","노래방","",".8","1.1",".2",".5",".3",".6",
"대졸이상","학원","",".8","1.4",".4",".5",".8",".4",
"대졸이상","사설문화센터","",".8",".9",".3",".4",".3",".5",
"대졸이상","기타실외체육시설","","","0",".5",".6","1",".7",
"대졸이상","낚시터","","1",".8",".8",".4",".6",".4",
"대졸이상","역사/문화유적지","","1.3",".4","1.1","1.6",".8",".6",
"대졸이상","삼림욕장","",".5",".2",".4",".6",".5",".6",
"대졸이상","유원지","","1.8",".4",".6","1.8",".6",".6",
"대졸이상","기타 실외공간","","1.2",".7","1.2","1.8","1.3",".4",
"대졸이상","박물관","",".6",".4",".7",".7",".4",".4",
"대졸이상","전시관","",".3","0",".2",".3",".4",".6",
"대졸이상","테마파크","","1.5","1.1",".6",".4",".3",".6",
"대졸이상","사회복지관","",".2",".2",".6",".1",".2",".1",
"대졸이상","해수욕장","",".6",".2",".4",".6",".5",".6",
"대졸이상","미술관","",".2",".1",".1",".2",".5",".5",
"대졸이상","문예회관","",".3",".2",".3",".2",".1",".3",
"대졸이상","리조트","",".4",".2",".5",".1",".3",".5",
"대졸이상","복합 체육관","","1.3","2.4",".7",".4",".4",".2",
"대졸이상","오락장","",".2",".1",".4",".1",".2",".2",
"대졸이상","복합문화거리","",".6","1.1","1",".5",".4",".2",
"대졸이상","문화의 집","",".2","0","0","","0",".1",
"대졸이상","평생 학습관","",".2",".2",".6",".2",".1",".1",
"대졸이상","클럽","",".2",".1",".1","0","",".2",
"대졸이상","식물원","","0",".1",".2",".1","0",".1",
"대졸이상","기념관","",".1","0",".3","",".1",".1",
"대졸이상","여성회관","",".4","0",".6",".1",".1",".1",
"대졸이상","만화방","",".1",".1",".1",".1",".1","",
"대졸이상","농어촌 복합 체육시설","",".1",".2","0",".1","0",".1",
"대졸이상","동물원","",".1","0",".1",".2",".1","",
"대졸이상","청소년수련관","",".3",".3",".2","0","0",".1",
"대졸이상","지방문화원","","0","0","0","0","0",".1",
"대졸이상","수족관","",".1",".1","0",".2","","",
"대졸이상","경마/경정/경륜장","","0","0","0","","",".1",
"대졸이상","농산어촌체험장","",".1","0","",".1","0","",
"대졸이상","스키장","",".1",".1","0",".1","",".1",
"대졸이상","빙상경기장","","0",".1","0","","0","",
"대졸이상","커피숍","","8.4","7.5","","","","",
"1인","표본수","","1178","2264","1692","1902","2022","1799",
"1인","아파트 내 (집주변) 공터","","13.9","7.8","14","17.2","20.3","16.1",
"1인","카페","","","0","5.7","7.8","8.4","9.5",
"1인","식당","","8.1","12.7","6.6","10.3","12","10.2",
"1인","생활권 공원","","7.2","8.1","5.6","8.1","11.2","5.2",
"1인","대형마트","","2.1","1.9","2.9","2.7","3.3","2.8",
"1인","영화관","","2.6","5.8","8.4","2.7","1.9","3.8",
"1인","헬스클럽","","2.7","3.3","4","3.1","2.5","4.1",
"1인","재래시장","","3.6","4.4","3.8","4.6","5.2","4.3",
"1인","쇼핑몰","","1.1","1.8","1.7","1.8","2.5","1.5",
"1인","산","","3.2","2.5","2.7","2.1","2.4","2",
"1인","기타 실내공간","","3.3","2.9",".9","2.8","3.5","2.3",
"1인","마을회관","","13.4","5.1","8.3","5.9","2.2","7.5",
"1인","목욕탕","","4.1","3","3.1","3.4","1","1.7",
"1인","종교시설","","3.7","4.4","2.6","3.5","2","3.2",
"1인","도서관","",".4",".5","1",".4",".9","1.1",
"1인","학교시설","",".7",".9",".7",".5",".2",".2",
"1인","PC방","","1.5","1","2.2","1.7","1.1","1.1",
"1인","미용관리실","",".3",".9","1",".7","1",".9",
"1인","캠핑장","",".4",".6",".1",".5",".8",".2",
"1인","기타실내체육시설","","","0",".9","1.1","1.4",".7",
"1인","골프장","",".1",".3",".6",".2",".3",".4",
"1인","주민자치센터","","2.3","1.8","1.3",".8",".4","1.8",
"1인","주제공원","",".5","1",".6",".9",".7","1.1",
"1인","노인복지회관","","4.7","4","2.1","1.7","1.1","3.1",
"1인","수영장","",".9","1.4","1.3",".6",".6",".9",
"1인","대형서점","",".5",".3",".4","0",".4",".6",
"1인","학교운동장","",".8","1.6",".6",".9",".9",".6",
"1인","국민체육센터","",".8","1.4",".7",".8",".5","1.1",
"1인","찜질방","",".5","1.3","1.1",".3",".1",".7",
"1인","생활문화센터","",".4",".8",".2",".4","",".5",
"1인","공연장","",".1","1.4",".4",".2",".4",".6",
"1인","골프연습장","",".2",".3",".3",".6",".8",".4",
"1인","운동경기장","","1.4","1.7",".5","1","1.2",".5",
"1인","당구장","",".9",".8","1.5",".8",".7",".8",
"1인","노래방","",".9",".7","1",".5",".4",".7",
"1인","학원","",".1",".9",".3",".4",".8",".3",
"1인","사설문화센터","",".4",".3",".5",".2",".1",".5",
"1인","기타실외체육시설","","","0",".2",".6",".8",".3",
"1인","낚시터","",".6","1.2","1.2","1.1",".2",".5",
"1인","역사/문화유적지","",".6",".3",".8",".8",".7",".4",
"1인","삼림욕장","",".3",".3",".2",".1",".2",".6",
"1인","유원지","",".4",".6",".2",".3",".3",".7",
"1인","기타 실외공간","","1.5",".8","2","2.8","2",".6",
"1인","박물관","",".1","0",".4",".1",".1",".1",
"1인","전시관","",".2",".1",".2","0",".1",".2",
"1인","테마파크","",".4",".2",".3",".3",".2",".1",
"1인","사회복지관","",".9",".5","1.3",".4",".4",".8",
"1인","해수욕장","",".5",".3",".3",".2",".3",".3",
"1인","미술관","","0","0","",".2",".1",".3",
"1인","문예회관","","0","0",".1",".1",".1","",
"1인","리조트","","0",".1",".3","",".2",".1",
"1인","복합 체육관","",".4","1.1",".5",".2",".6",".3",
"1인","오락장","",".2",".1",".1","","0",".1",
"1인","복합문화거리","",".5",".5",".4",".4",".3",".4",
"1인","문화의 집","","0","0","0","","",".1",
"1인","평생 학습관","",".4",".2",".7",".1","",".1",
"1인","클럽","",".2",".3",".2",".1","",".4",
"1인","식물원","","0",".1","","0","0","",
"1인","기념관","","0","0",".4","0","","",
"1인","여성회관","",".3",".1",".7","","",".1",
"1인","만화방","","0",".1","","0",".1",".2",
"1인","농어촌 복합 체육시설","","0","0","0",".1","0","",
"1인","동물원","","0","0","0","",".2","",
"1인","청소년수련관","",".1","0","",".2","0","",
"1인","지방문화원","","0","0","",".1","","",
"1인","수족관","","0",".1","","","",".1",
"1인","경마/경정/경륜장","","0","0","","","","",
"1인","농산어촌체험장","","0",".1",".1","","","",
"1인","스키장","","0",".1","","0","","",
"1인","빙상경기장","","0","0","0","0",".1","",
"1인","커피숍","","4.8","5.1","","","","",
"2인","표본수","","2452","2171","2766","2581","2786","3059",
"2인","아파트 내 (집주변) 공터","","13.1","8.6","13.9","16.1","23.2","16.5",
"2인","카페","","","0","3.4","4.2","6.2","6.8",
"2인","식당","","7.6","10.1","6.7","12.1","8.5","9.3",
"2인","생활권 공원","","10.7","11.2","6.4","10","11.1","7.1",
"2인","대형마트","","3.1","3","5.2","3.8","5.3","5.7",
"2인","영화관","","1.8","2.5","5.9","1.9","1.5","3.1",
"2인","헬스클럽","","2.7","3.2","3.7","2.6","2.4","2.2",
"2인","재래시장","","4.3","6.5","4.5","4.3","6.1","5.1",
"2인","쇼핑몰","","1.6","1.1","2","1.3","1.3","2.2",
"2인","산","","5.2","4.6","3.4","4.1","4.6","3",
"2인","기타 실내공간","","3.4","1.3",".3","2.9","2.9","2.5",
"2인","마을회관","","7.2","5.9","5.7","3.6","1.4","3.9",
"2인","목욕탕","","3.8","3","4","3.3","1.8","3.3",
"2인","종교시설","","4.2","4.8","4.7","3.5","1.4","2.8",
"2인","도서관","",".2",".5",".3",".4",".2",".6",
"2인","학교시설","",".3",".3",".2",".2",".2",".4",
"2인","PC방","",".3",".5",".6",".8",".6",".5",
"2인","미용관리실","",".8",".8","1.3",".8",".6","1.4",
"2인","캠핑장","",".2",".3",".3",".3",".3",".7",
"2인","기타실내체육시설","","","0","1.3","1.1","1.1","1",
"2인","골프장","",".3",".2",".6",".8",".7",".8",
"2인","주민자치센터","","2.5","3","2.2","1.1",".6","1.9",
"2인","주제공원","",".8",".9",".8","1.2","1.7","1",
"2인","노인복지회관","","4","5.1","2.5","1.5",".8","2.4",
"2인","수영장","","1.6","1.5","1.1","1.5",".7",".9",
"2인","대형서점","","0",".1",".3",".2",".2",".6",
"2인","학교운동장","",".9","1.2",".5",".5",".7",".7",
"2인","국민체육센터","","2","1.9","1.8","1.2",".3",".9",
"2인","찜질방","","1","1.2","1.8",".6",".7","1.2",
"2인","생활문화센터","",".8","1.3",".6",".4",".2",".8",
"2인","공연장","",".8","1",".3",".3",".3",".6",
"2인","골프연습장","",".6",".9",".5",".9",".9",".8",
"2인","운동경기장","",".7",".8",".9",".7",".9",".4",
"2인","당구장","",".2",".6",".9",".5",".2",".4",
"2인","노래방","",".7",".6",".3",".5",".3",".2",
"2인","학원","",".2",".2",".5",".2",".5",".2",
"2인","사설문화센터","",".5",".1",".5",".3",".2",".6",
"2인","기타실외체육시설","","","0",".4",".8","1.1",".6",
"2인","낚시터","",".6","1.3","1.2",".6","1.2",".9",
"2인","역사/문화유적지","",".8",".6",".9","1.2",".5",".7",
"2인","삼림욕장","",".4",".3",".5",".5",".4",".5",
"2인","유원지","","1.4",".6",".7",".9",".6",".4",
"2인","기타 실외공간","","2.4",".5","2.3","2.5","2.7",".7",
"2인","박물관","",".3",".3",".3",".3",".2",".3",
"2인","전시관","",".3","0",".1",".1",".1",".5",
"2인","테마파크","",".4",".2",".1",".2",".2",".1",
"2인","사회복지관","",".5","1.1",".7",".6",".4",".6",
"2인","해수욕장","",".2",".1",".3",".4",".3",".2",
"2인","미술관","",".1",".2",".1",".1",".2",".2",
"2인","문예회관","",".1",".2",".4",".2","0",".2",
"2인","리조트","",".1","0",".1","0",".1",".1",
"2인","복합 체육관","",".6","1.1",".2",".1",".3",".1",
"2인","오락장","","0","0",".2",".1","0","",
"2인","복합문화거리","",".3",".2","0",".1",".3",".1",
"2인","문화의 집","","0",".1","","","","",
"2인","평생 학습관","",".2",".2",".3",".2",".1",".3",
"2인","클럽","",".1",".2",".1","0","",".1",
"2인","식물원","","0","0","",".1",".1",".2",
"2인","기념관","","0",".1",".3","",".1",".1",
"2인","여성회관","",".3",".5",".4",".1",".1",".1",
"2인","만화방","","0","0","",".1",".1","",
"2인","농어촌 복합 체육시설","",".1",".2","0",".1",".1",".1",
"2인","동물원","","0","0",".1",".1","0",".2",
"2인","청소년수련관","",".2","0",".1","0","","",
"2인","지방문화원","",".1","0","",".1","0",".1",
"2인","수족관","","0","0","0",".1",".1","",
"2인","경마/경정/경륜장","","0","0","0","","0","",
"2인","농산어촌체험장","","0",".1","",".1","0","",
"2인","스키장","","0","0","0","0","0","",
"2인","빙상경기장","","0","0","","","","",
"2인","커피숍","","2.1","2.7","","","","",
"3인이상","표본수","","6972","6063","5602","5605","5241","5188",
"3인이상","아파트 내 (집주변) 공터","","7.5","5.4","9.4","11.3","16.5","10.8",
"3인이상","카페","","","0","6.6","10","11.1","14.1",
"3인이상","식당","","9.8","11.8","7.4","10.9","9.7","10.1",
"3인이상","생활권 공원","","5.9","6.2","4.8","8.7","10.3","5.4",
"3인이상","대형마트","","4.9","4.3","6.3","5.7","5.8","6",
"3인이상","영화관","","5.1","7.9","10.9","3.4","2.4","5.3",
"3인이상","헬스클럽","","4.1","5.7","4.5","4.7","3","4",
"3인이상","재래시장","","1.6","1.8","1.8","2.5","3.3","2",
"3인이상","쇼핑몰","","3.1","2.2","3.1","2.7","2.9","3",
"3인이상","산","","3.9","3.6","2.8","2.9","3.5","2.5",
"3인이상","기타 실내공간","","3","2.1",".3","1.4","2.8","2.2",
"3인이상","마을회관","",".7",".4","1",".5",".3",".6",
"3인이상","목욕탕","","3.2","2.1","2.8","2",".6","1.6",
"3인이상","종교시설","","2.5","2.9","3.3","2.4","1.4","1.4",
"3인이상","도서관","","1","1.1","1.5",".9",".9","1.8",
"3인이상","학교시설","","2.2","1.8","2","1.5","1.3","2",
"3인이상","PC방","","2.2","3.5","2.6","2.6","2.1","1.8",
"3인이상","미용관리실","",".6",".8","1.1","1",".7","1.2",
"3인이상","캠핑장","",".9",".6",".5",".9","1","1.4",
"3인이상","기타실내체육시설","","","0","2.1","1.6","1.4","1.2",
"3인이상","골프장","",".5",".6",".5",".6",".8","1.2",
"3인이상","주민자치센터","","1.1",".9","1.2",".4",".3",".6",
"3인이상","주제공원","",".8",".7",".6","1","1.4","1",
"3인이상","노인복지회관","",".5",".8",".4",".3",".3",".2",
"3인이상","수영장","","1.7","1.8","1.1",".9",".8","1",
"3인이상","대형서점","",".3",".2",".6",".1",".4","1.1",
"3인이상","학교운동장","","2.1","2","1.5","1.4","1.4","1",
"3인이상","국민체육센터","","1.6","2.2","1.2","1.1",".5",".9",
"3인이상","찜질방","","1",".5","1.2",".4",".3",".7",
"3인이상","생활문화센터","",".5",".5",".7",".2",".1",".7",
"3인이상","공연장","",".8","1.7",".3",".3",".3",".8",
"3인이상","골프연습장","","1.3","1.1",".4",".9",".8",".8",
"3인이상","운동경기장","","2.2","2.6","1.5","1.6","1.5",".8",
"3인이상","당구장","","1.2","1",".9",".8",".4",".7",
"3인이상","노래방","",".9","1.1","1",".9",".3",".8",
"3인이상","학원","","1.1","1.8",".6",".8",".9",".8",
"3인이상","사설문화센터","",".7",".6",".2",".3",".3",".6",
"3인이상","기타실외체육시설","","","0",".4",".6",".8",".5",
"3인이상","낚시터","",".9","1",".9",".6",".5",".4",
"3인이상","역사/문화유적지","","1.1",".5","1","1.3",".8",".5",
"3인이상","삼림욕장","",".5",".2",".2",".4",".5",".5",
"3인이상","유원지","","1.5",".5",".7","1.4",".8",".5",
"3인이상","기타 실외공간","","1.1",".6","1.6","1.9","1.5",".4",
"3인이상","박물관","",".6",".4",".6",".4",".4",".5",
"3인이상","전시관","",".3","0",".1",".3",".3",".4",
"3인이상","테마파크","","1.2",".6",".5",".4",".3",".5",
"3인이상","사회복지관","",".2",".2",".6",".1",".1",".2",
"3인이상","해수욕장","",".6",".1",".5",".4",".3",".4",
"3인이상","미술관","",".1",".1",".1",".1",".3",".4",
"3인이상","문예회관","",".2",".3",".2",".2",".2",".3",
"3인이상","리조트","",".2",".1",".4","0",".2",".3",
"3인이상","복합 체육관","","1.1","1.7",".5",".5",".3",".2",
"3인이상","오락장","",".2",".1",".3","0",".1",".3",
"3인이상","복합문화거리","",".7","1","1.2",".4",".3",".2",
"3인이상","문화의 집","",".2",".1",".1","0","0",".2",
"3인이상","평생 학습관","",".2",".2",".4",".1","0",".1",
"3인이상","클럽","",".2",".1",".1","0","",".1",
"3인이상","식물원","",".1",".1",".1",".1",".1",".1",
"3인이상","기념관","",".1","0",".1","0","0",".1",
"3인이상","여성회관","",".4",".2",".4",".1",".1",".1",
"3인이상","만화방","",".1",".1",".1",".1",".1",".1",
"3인이상","농어촌 복합 체육시설","",".1",".1",".1",".1","0",".1",
"3인이상","동물원","",".1","0","0",".2",".1","",
"3인이상","청소년수련관","",".3",".3",".1",".1","0",".1",
"3인이상","지방문화원","","0","0","0","","0","",
"3인이상","수족관","",".1","0","",".2","","",
"3인이상","경마/경정/경륜장","",".1","0","","0","",".1",
"3인이상","농산어촌체험장","",".2","0","0","0","0","",
"3인이상","스키장","","0",".1","","0","0","",
"3인이상","빙상경기장","","0",".1","","0","0","",
"3인이상","커피숍","","7","6.7","","","","",
"미혼","표본수","","2805","2925","2901","3041","2959","2704",
"미혼","아파트 내 (집주변) 공터","","3.4","3","6.6","7","12.2","5.6",
"미혼","카페","","","0","11.5","18","18.7","20.4",
"미혼","식당","","8.9","10.4","7.2","9.9","11.2","8.6",
"미혼","생활권 공원","","2.4","2.2","2.5","4.6","6.9","2.8",
"미혼","대형마트","",".8",".8","1.6","1.2","2.1","1.8",
"미혼","영화관","","9","11.9","16.1","5.9","4.3","8",
"미혼","헬스클럽","","3.8","5.2","5.5","6.4","4.5","6.3",
"미혼","재래시장","",".3",".2",".6",".4",".7",".3",
"미혼","쇼핑몰","","3.1","2.3","2.8","2.6","2.9","3",
"미혼","산","","1",".7",".8","1.2","1.3",".8",
"미혼","기타 실내공간","","3.7","1.7",".3","1.8","3.3","3",
"미혼","마을회관","","0","0",".2",".1",".1",".1",
"미혼","목욕탕","","1.3",".5","1.1",".6",".3",".5",
"미혼","종교시설","","1.1",".8",".9","1.1",".6",".6",
"미혼","도서관","","2.3","3","2.7","1.7","1.4","3.8",
"미혼","학교시설","","6.1","4.9","4.8","3.8","2.8","5",
"미혼","PC방","","6","8.9","7.1","7.7","4.7","4.5",
"미혼","미용관리실","",".3",".8","1.2",".8",".6",".9",
"미혼","캠핑장","","1.2",".4",".2",".7",".9",".9",
"미혼","기타실내체육시설","","","0","2.2","2","1.6","1.4",
"미혼","골프장","","0",".1",".2",".1",".1",".5",
"미혼","주민자치센터","",".1",".1",".1",".1",".1",".2",
"미혼","주제공원","",".3",".5",".4",".7",".8",".6",
"미혼","노인복지회관","","0","0",".1","0","","",
"미혼","수영장","","1",".8",".7",".4",".6","1",
"미혼","대형서점","",".5",".4",".7",".2",".5","1.7",
"미혼","학교운동장","","4.5","3.1","2.3","2.3","1.9","1.8",
"미혼","국민체육센터","","1.4","1.2",".8",".6",".4",".6",
"미혼","찜질방","",".4",".4",".7",".1",".1",".2",
"미혼","생활문화센터","",".1",".2",".2","0","",".3",
"미혼","공연장","","1.2","2.5",".3",".5",".4",".8",
"미혼","골프연습장","",".2",".2",".1",".5",".3",".2",
"미혼","운동경기장","","3.1","4.1","2.1","2.4","2.2","1.4",
"미혼","당구장","","1.8","1.3","1.3","1.2",".6",".7",
"미혼","노래방","","1.8","2.2","2.4","1.9",".8","1.8",
"미혼","학원","","2.8","4.3","1.4","2","1.9","1.8",
"미혼","사설문화센터","",".5",".7",".3",".3",".3",".6",
"미혼","기타실외체육시설","","","0",".3",".6",".7",".5",
"미혼","낚시터","",".2",".3",".4",".4",".3",".1",
"미혼","역사/문화유적지","",".8",".5",".5",".6",".3",".4",
"미혼","삼림욕장","",".2",".2","0",".1",".2",".3",
"미혼","유원지","","1",".6",".5",".7",".6",".4",
"미혼","기타 실외공간","","1",".4","2","2.2","1.3",".2",
"미혼","박물관","",".4",".4",".3",".2",".4",".6",
"미혼","전시관","",".3","0",".1",".4",".3",".4",
"미혼","테마파크","",".9",".4",".2",".3",".4",".3",
"미혼","사회복지관","",".1",".1",".3",".1",".2",".1",
"미혼","해수욕장","",".8",".2",".5",".4",".4",".6",
"미혼","미술관","",".2",".2",".1",".3",".3",".5",
"미혼","문예회관","",".2",".1",".1",".1",".1",".1",
"미혼","리조트","",".1",".1",".4","0",".1",".3",
"미혼","복합 체육관","","1.2","1.5",".6",".7",".6",".4",
"미혼","오락장","",".2",".1",".2",".1",".2",".5",
"미혼","복합문화거리","","1.7","2.2","2.8","1",".6",".5",
"미혼","문화의 집","","0",".1","0","0","",".2",
"미혼","평생 학습관","","0",".1",".3","0","",".1",
"미혼","클럽","",".3",".2",".2","0","",".3",
"미혼","식물원","","0","0","",".1",".2",".2",
"미혼","기념관","","0","0",".2","0","",".1",
"미혼","여성회관","","0","0",".2","0","","",
"미혼","만화방","",".3",".2",".1",".1",".3",".2",
"미혼","농어촌 복합 체육시설","",".1",".1","0","0","0",".1",
"미혼","동물원","",".1","0","0",".1",".3","",
"미혼","청소년수련관","",".5",".2",".1",".1","",".1",
"미혼","지방문화원","","0","0","","0","0","",
"미혼","수족관","","0","0","",".2","",".1",
"미혼","경마/경정/경륜장","",".1","0","",".1","0","",
"미혼","농산어촌체험장","",".1","0","",".1","","",
"미혼","스키장","","0",".1","",".1","",".1",
"미혼","빙상경기장","","0",".1","0","0",".1","",
"미혼","커피숍","","14.7","11.2","","","","",
"기혼","표본수","","6831","6121","5965","5713","5702","6093",
"기혼","아파트 내 (집주변) 공터","","10","7","12","13.9","20.9","14.6",
"기혼","카페","","","0","3.6","5.7","5.9","9",
"기혼","식당","","10","12.2","7.4","11.8","9","10.7",
"기혼","생활권 공원","","8.4","8.9","6.2","10.6","11.8","7",
"기혼","대형마트","","6","5.4","8","6.9","7.1","7.4",
"기혼","영화관","","2.8","5.2","7.2","2.1","1.2","3.5",
"기혼","헬스클럽","","4","5.5","4.1","3.6","2.3","2.7",
"기혼","재래시장","","2.7","3.3","3","3.6","5.3","3.7",
"기혼","쇼핑몰","","2.8","2","3","2.3","2.3","2.8",
"기혼","산","","5.3","4.9","4","4","5.1","3.4",
"기혼","기타 실내공간","","3","2.1",".3","1.9","2.6","1.9",
"기혼","마을회관","","2.1","1.9","2.5","1.5",".8","1.8",
"기혼","목욕탕","","4","2.9","3.7","2.7","1.2","2.6",
"기혼","종교시설","","3.2","3.9","4.5","2.9","1.5","2.2",
"기혼","도서관","",".4",".2",".6",".4",".4",".6",
"기혼","학교시설","",".2",".2",".1",".1","",".1",
"기혼","PC방","",".4",".5",".1",".2",".2",".2",
"기혼","미용관리실","",".7",".8","1.1",".9",".7","1.4",
"기혼","캠핑장","",".6",".6",".5",".8",".9","1.4",
"기혼","기타실내체육시설","","","0","1.7","1.3","1.3","1",
"기혼","골프장","",".6",".8",".8",".9","1.1","1.4",
"기혼","주민자치센터","","1.8","1.6","2",".8",".5","1.1",
"기혼","주제공원","","1",".8",".8","1.2","1.7","1.2",
"기혼","노인복지회관","","1.3","1.6","1.1",".7",".4","1.1",
"기혼","수영장","","2","2.2","1.1","1.3",".9","1",
"기혼","대형서점","",".2",".1",".5",".1",".3",".7",
"기혼","학교운동장","",".9","1.4",".8",".7",".7",".5",
"기혼","국민체육센터","","1.9","2.6","1.7","1.4",".5","1.1",
"기혼","찜질방","","1.2",".7","1.6",".6",".5","1.1",
"기혼","생활문화센터","",".7",".8",".9",".4",".1","1",
"기혼","공연장","",".7","1.3",".3",".2",".2",".8",
"기혼","골프연습장","","1.7","1.4",".6","1.1","1.2","1",
"기혼","운동경기장","","1.6","1.6","1","1.1",".9",".5",
"기혼","당구장","",".8",".8",".9",".6",".3",".6",
"기혼","노래방","",".5",".6",".2",".3",".1",".2",
"기혼","학원","",".2",".4",".2",".2",".4",".2",
"기혼","사설문화센터","",".7",".5",".3",".4",".2",".6",
"기혼","기타실외체육시설","","","0",".4",".7",".9",".6",
"기혼","낚시터","","1","1.5","1.3",".7",".9",".7",
"기혼","역사/문화유적지","","1.1",".6","1.2","1.5",".8",".6",
"기혼","삼림욕장","",".6",".3",".4",".6",".6",".6",
"기혼","유원지","","1.7",".5",".8","1.6",".8",".5",
"기혼","기타 실외공간","","1.6",".8","1.7","2.1","2.2",".6",
"기혼","박물관","",".6",".3",".6",".5",".3",".3",
"기혼","전시관","",".3",".1",".2",".2",".2",".4",
"기혼","테마파크","","1.2",".6",".5",".5",".3",".4",
"기혼","사회복지관","",".3",".5",".7",".3",".2",".4",
"기혼","해수욕장","",".4",".1",".5",".4",".3",".3",
"기혼","미술관","",".1",".1",".1",".1",".3",".3",
"기혼","문예회관","",".1",".3",".4",".2",".1",".3",
"기혼","리조트","",".2",".1",".3",".1",".2",".2",
"기혼","복합 체육관","","1","1.7",".4",".3",".3",".1",
"기혼","오락장","",".1","0",".3","0",".1",".1",
"기혼","복합문화거리","",".2",".3",".1",".1",".1","",
"기혼","문화의 집","",".2",".1","0","","0",".2",
"기혼","평생 학습관","",".3",".2",".5",".2",".1",".2",
"기혼","클럽","",".1","0","0","0","",".1",
"기혼","식물원","",".1",".1",".1",".1",".1",".1",
"기혼","기념관","","0","0",".2","",".1",".1",
"기혼","여성회관","",".4",".2",".5",".1",".1",".1",
"기혼","만화방","","0","0","0",".1","0","",
"기혼","농어촌 복합 체육시설","",".1",".2",".1",".1","0","",
"기혼","동물원","",".1","0",".1",".2","0",".1",
"기혼","청소년수련관","",".2",".2",".1","0","0","",
"기혼","지방문화원","","0","0","0","0","0",".1",
"기혼","수족관","",".1","0","0",".1","0","",
"기혼","경마/경정/경륜장","",".1","0","0","","",".1",
"기혼","농산어촌체험장","",".2","0","0",".1","0","",
"기혼","스키장","","0","0","0","","0","",
"기혼","빙상경기장","","0","0","","","","",
"기혼","커피숍","","3.1","4.1","","","","",
"사별/이혼/기타","표본수","","966","1452","1194","1334","1388","1249",
"사별/이혼/기타","아파트 내 (집주변) 공터","","18.1","10.5","16.9","22.4","26","22.2",
"사별/이혼/기타","카페","","","0","2.2","1.5","2.7","4.6",
"사별/이혼/기타","식당","","4.3","11.1","5.5","9.5","9.1","7.1",
"사별/이혼/기타","생활권 공원","","7.8","10.2","7.4","10.1","14.1","7",
"사별/이혼/기타","대형마트","","3.6","1.9","3","3.7","4.6","5",
"사별/이혼/기타","영화관","","1.5","2.5","4.1","1.4",".5","1.6",
"사별/이혼/기타","헬스클럽","","1.2",".8","1.3","1.3",".6",".8",
"사별/이혼/기타","재래시장","","5.1","7.9","6.4","7.4","9.2","7.2",
"사별/이혼/기타","쇼핑몰","",".7","1",".9","1.5","1.5",".8",
"사별/이혼/기타","산","","3.6","3.9","2.2","2.8","2.2","2.3",
"사별/이혼/기타","기타 실내공간","","2.2","2.9",".9","1.9","3.5","3",
"사별/이혼/기타","마을회관","","15.5","7.1","13.1","6.7","3.4","11",
"사별/이혼/기타","목욕탕","","5","4.1","5.4","4.8","1.6","2.1",
"사별/이혼/기타","종교시설","","5.9","7.8","5.1","6.2","3.7","4",
"사별/이혼/기타","도서관","","0","0",".1",".1",".1",".1",
"사별/이혼/기타","학교시설","",".3","0","",".3","","",
